"","ID","SCREENNAME","TEXT","DATE","DATESTRING","PLACE","CLASSPOL","MODELNEGPOL","MODELPOSPOL","CLASSSENT","MODELNEGSENT","MODELPOSSENT","USERTYPE"
"29","961253422027620352","teacher01805441","@El_Universal_Mx tranquilo peje","1518015649000","2018-02-07 09:00:49","JAL","POL","1","30","POS","1","30","local"
"30","963520720352444418","felix737879","@Ayatolete Arriba el PEJE <f0><U+009F><U+0098><U+0082>","1518556215000","2018-02-13 15:10:15","MOR","NO_POL","23","8","POS","0","31","local"
"31","960468687546232832","oscarsanmar04","@clauzepedav Ni el Peje?","1517828554000","2018-02-05 05:02:34","CDMX","NO_POL","31","0","NEG","27","4","local"
"32","964101426652811264","amador2005","@GustavoVela71 Pinche peje camaleónico","1518694666000","2018-02-15 05:37:46","CDMX","NO_POL","28","3","NEG","31","0","local"
"33","961803198959792129","felix737879","@Ayatolete Arriba el PEJE..!!! <f0><U+009F><U+0098><U+0082>","1518146726000","2018-02-08 21:25:26","MOR","NO_POL","25","6","POS","0","31","local"
"34","959219025439002624","MxVarga","@brozoxmiswebs Solo el peje???","1517530611000","2018-02-01 18:16:51","JAL","NO_POL","26","5","POS","8","23","local"
"35","958719597561110528","jjlopezh95","@JALNAC Peje visionario","1517411538000","2018-01-31 09:12:18","MICH","NO_POL","18","13","POS","1","30","local"
"36","958123559427235842","accionxdgo","@JoseCardenas1 El Peje","1517269432000","2018-01-29 17:43:52","ZAC","POL","0","31","POS","3","28","visitante"
"37","965318874731134976","ElsaRodrguez10","@RuidoEnLaRed Pinche peje cínico","1518984929000","2018-02-18 14:15:29","CDMX","NO_POL","31","0","NEG","31","0","local"
"38","960598591113904128","djdeiza","@samovarah Jaja el peje","1517859525000","2018-02-05 13:38:45","VER","POL","0","31","POS","0","31","local"
"39","957050606086230016","canturrin","@RicardoAlemanMx Peje no ganarás!","1517013620000","2018-01-26 18:40:20","MEX","POL","4","27","NEG","25","6","visitante"
"40","967477091775197186","armandotello1","@galvanochoa Cuánto Peje boots<f0><U+009F><U+0098><U+00B1><f0><U+009F><U+0098><U+00B1><f0><U+009F><U+0098><U+00B1>","1519499488000","2018-02-24 13:11:28","CDMX","NO_POL","31","0","NEG","31","0","local"
"41","957054194602729472","CRISTHIANZA","Cómo le contestas a un pejezombi sin llegar hacer grosero y callarlo aclaro no soy de ningún partido","1517014475000","2018-01-26 18:54:35","CDMX","NO_POL","31","0","NEG","31","0","local"
"42","958370548240867328","moycendejas","El Peje#VoyConTodoPor","1517328319000","2018-01-30 10:05:19","QROO","POL","2","29","POS","1","30","local"
"43","955854696891084805","TeRe_Cisneros","@feri_gutierrez El peje?<f0><U+009F><U+0098><U+0085> jajaja <f0><U+009F><U+0092><U+0094><f0><U+009F><U+0099><U+008A>","1516728493000","2018-01-23 11:28:13","CDMX","NO_POL","22","9","POS","0","31","local"
"44","961684037067837447","aleanos16","@hecaaaod89 Arriba el peje <f0><U+009F><U+0099><U+0085><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F><f0><U+009F><U+0099><U+0085><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F>","1518118316000","2018-02-08 13:31:56","JAL","NO_POL","17","14","POS","0","31","local"
"45","959685403988185088","arevalovelazz","@MajitoMarin08 En el peje! <f0><U+009F><U+0098><U+0082>","1517641805000","2018-02-03 01:10:05","YUC","POL","7","24","POS","0","31","local"
"46","960002989695086592","tavogonzalez25","@vicky_trr El peje","1517717523000","2018-02-03 22:12:03","OAX","POL","0","31","POS","3","28","local"
"47","961075887486615552","cashito27","@BokehChefJE Tipo peje fans <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>","1517973322000","2018-02-06 21:15:22","COAH","NO_POL","29","2","POS","0","31","local"
"48","965619295332941824","Enoch0","@warkentin El Peje porfa!","1519056555000","2018-02-19 10:09:15","CDMX","POL","0","31","NEG","31","0","local"
"49","959239945469734912","oalzagab","@carlosbravoreg @lopezobrador_ @MXvsCORRUPCION @ClaudioXGG Y sobre la rata de Ebrard no dice nada el pejelagarto?","1517535599000","2018-02-01 19:39:59","QRO","NO_POL","24","7","NEG","30","1","local"
"50","960670007771484161","MxUlysses","El auténtico Pejelagarto de Tabasco. <f0><U+009F><U+00A4><U+00AD> en Villahermosa, Tabasco https://t.co/zDId1dmM50","1517876552000","2018-02-05 18:22:32","TAB","NO_POL","29","2","POS","1","30","visitante"
"51","950227065000742912","Tilichis2017","@Ricalopez1649 @FelipeCalderon @CartonCalderon No tienes lenguaje propio fan del pejelagarto?  Son como una secta <f0><U+009F><U+0099><U+0084>","1515386761000","2018-01-07 22:46:01","VER","NO_POL","31","0","NEG","23","8","local"
"52","950426026546532352","fernandosuaerez","El mejor desayuno de la semana: Pozol frío, mojarra, guabina y pejelagarto asado","1515434197000","2018-01-08 11:56:37","TAB","NO_POL","31","0","NEG","31","0","visitante"
"53","960594780718882817","SMayolo","A según el sapo o pejelagarto es la pedrada. https://t.co/6alr8kV5tg","1517858617000","2018-02-05 13:23:37","CDMX","NO_POL","16","15","NEG","22","9","local"
"54","962369124558147585","salvadorsilvam","@CiroGomezL @JoseAMeadeK Es el más capaz y no está loco como Ciroperaloca y el pejelagarto","1518281653000","2018-02-10 10:54:13","QRO","NO_POL","22","9","POS","5","26","local"
"55","962737214227648512","salvadorsilvam","@rafaelestradam Ahora se debe llamar PRIAN RETRO como dice el pejelagarto","1518369413000","2018-02-11 11:16:53","QRO","POL","0","31","NEG","31","0","local"
"56","963749343655288833","luis_rams","@debbyhart @ROCIOALCALAG Tu crees q el pejezombi piensa eso q acabas de decir ? El pejezombi esta idiotizado, idiotizado, idiotizado, idiotizado, idiotizado, el pejezombi no razona, no razona,no razona, solo repite lo q le dice su amo, solo repite, solo repite, solo repite, solo repite, repite, repite","1518610723000","2018-02-14 06:18:43","MEX","POL","1","30","NEG","31","0","local"
"57","951310207073779712","oalzagab","@AristeguiOnline Y el pejelagarto cuánto lleva, 8o millones si le contamos los 20 años de campaña","1515645002000","2018-01-10 22:30:02","QRO","POL","1","30","POS","11","20","local"
"58","958739160038129664","Isela_MP","Brocheta mar y tierra con salpicón de #pejelagarto #eledendemexico #tabasco El sazón Yokot'an… https://t.co/28pEnSFWR8","1517416202000","2018-01-31 10:30:02","TAB","NO_POL","27","4","POS","3","28","local"
"59","958811657198886914","Isela_MP","#pejelagarto Empanizado #eledendemexico tostón de plátano caracol de popal en Restaurante el… https://t.co/SnvjKmIRkE","1517433487000","2018-01-31 15:18:07","TAB","POL","0","31","NEG","29","2","local"
"60","953729169501839360","Oswaldo_Peralta","<f0><U+009F><U+0098><U+0080> Directo del sartén, minilla de pejelagarto, sabor único ¡delicioso! <f0><U+009F><U+0098><U+008B><f0><U+009F><U+0091><U+008C> . . #Pescado… https://t.co/9MEK0iGFsC","1516221728000","2018-01-17 14:42:08","SON","NO_POL","17","14","POS","0","31","visitante"
"61","950456670223720448","Vicnoble2495","Mañana viene el Pejelagarto a mi querido pueblo, todos los chairos ya están listoooos! <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>","1515441503000","2018-01-08 13:58:23","VER","POL","12","19","POS","0","31","local"
"62","956694738010300416","Manu3luX","@rambistik Esta chido el ever y, que onda con esos pejelagarto xd","1516928774000","2018-01-25 19:06:14","JAL","NO_POL","31","0","POS","9","22","local"
"63","955203825023012870","oalzagab","@Milenio @lopezobrador_ Que ignorante, el pejelagarto, si la ONU pertenece a los gringos","1516573313000","2018-01-21 16:21:53","QRO","POL","14","17","NEG","23","8","local"
"64","959558122401599488","oalzagab","@El_Universal_Mx @lopezobrador_ Ni la burla perdona el pejelagarto, $ 118 pesos diarios","1517611458000","2018-02-02 16:44:18","QRO","POL","14","17","NEG","30","1","local"
"65","959275222431158272","Misael_Gzz","<f0><U+009F><U+0093><U+00A3>Mamá se metió otro pejelagarto.- Doris pidiendo al público salvarse #Exatlón","1517544010000","2018-02-01 22:00:10","NL","POL","14","17","NEG","31","0","local"
"66","957114376288432128","dare_nadepa","@econokafka #La Peje estupidez VS la Peje estupidez.","1517028824000","2018-01-26 22:53:44","CDMX","POL","11","20","NEG","31","0","local"
"67","957701674239512576","FFRodrguez1","@RicardoArment78 @FedericoArreola @CartonCalderon Chayote con pejelagarto es bueno para la bilis","1517168847000","2018-01-28 13:47:27","CDMX","NO_POL","26","5","POS","0","31","local"
"68","966047370743025666","LaCevicheriaTab","Pejelagarto asado con hierbas locales para nuestras ricas tostadas  ¡Te Esperamos!… https://t.co/xSeUwus9Mq","1519158616000","2018-02-20 14:30:16","TAB","NO_POL","31","0","POS","0","31","local"
"69","961429095090413571","oalzagab","No qué muy honorable la rata del pejelagarto https://t.co/xQ6I83UP9R","1518057533000","2018-02-07 20:38:53","QRO","NO_POL","24","7","NEG","31","0","local"
"70","960902346208358400","DonaldoPaez17","@ileana_Mex @luisLpv2 Es la gente del Peje no el Peje","1517931946000","2018-02-06 09:45:46","NL","POL","1","30","NEG","31","0","visitante"
"71","951671139461451777","fmcorona","Debate peje !! https://t.co/Whejt17ZDi","1515731055000","2018-01-11 22:24:15","QROO","POL","6","25","POS","0","31","local"
"72","962164404174442496","RodriguezMauro","@TD_Deportes ¿El Peje es Puma?","1518232844000","2018-02-09 21:20:44","COL","POL","11","20","NEG","19","12","visitante"
"73","953407738893123584","mxrush76","@vikh666 Sumando el peje creo","1516145093000","2018-01-16 17:24:53","CDMX","POL","3","28","POS","3","28","local"
"74","957040247279243265","charlymty12","@lasillarota no empiecez chinchhe peje","1517011150000","2018-01-26 17:59:10","NL","POL","5","26","NEG","25","6","local"
"75","966538676393033729","cariestenoz","https://t.co/ctRx2IyuXA  Peje huevo!!!!!","1519275752000","2018-02-21 23:02:32","PUE","NO_POL","17","14","NEG","21","10","local"
"76","960692039984787456","gerper57","@lajornadaonline @lopezobrador_ Tus aliados peje","1517881805000","2018-02-05 19:50:05","CDMX","POL","1","30","NEG","29","2","local"
"77","966760912442085376","alexpcuam","Peje para presidente peje para presidente #AndresManuelLopezObrador https://t.co/hGUyWvJa6L","1519328737000","2018-02-22 13:45:37","CDMX","POL","0","31","POS","0","31","visitante"
"78","963162935349542912","U2howell80","Elecciones 2018 peje a quien le peje <f0><U+009F><U+0098><U+0080> https://t.co/YL35rroh2y","1518470913000","2018-02-12 15:28:33","VER","NO_POL","30","1","POS","0","31","local"
"79","958175766444994562","canturrin","@m_zamarripa El Peje pierde solo !","1517281879000","2018-01-29 21:11:19","MEX","POL","0","31","NEG","30","1","visitante"
"80","954778778034634753","YaGarsL","Un peje!!! https://t.co/RerwWVuf7w","1516471974000","2018-01-20 12:12:54","TAB","NO_POL","29","2","POS","0","31","local"
"81","955742415662567425","AideeOchoa3","@AreliPaz Tengo intolerancia al Peje!!!","1516701723000","2018-01-23 04:02:03","CDMX","POL","0","31","POS","0","31","local"
"82","954044612875755520","francisrico580","@lopezobrador_ Eres puro peje nalgon! !","1516296935000","2018-01-18 11:35:35","CDMX","NO_POL","29","2","POS","1","30","local"
"83","966002371255029760","MarinChuline","Nuestro Peje<f0><U+009F><U+0098><U+0086> https://t.co/YhsiSTfFqf","1519147887000","2018-02-20 11:31:27","CAMP","NO_POL","28","3","POS","0","31","local"
"84","968903932620636160","felix737879","@EstebanHanon @jabonisimo Eres PEJE ZOMBIE..!!! <f0><U+009F><U+0098><U+0082>","1519839673000","2018-02-28 11:41:13","MOR","NO_POL","23","8","POS","0","31","local"
"85","955282556110475270","gerper57","@AristeguiOnline Para campaña del Peje","1516592084000","2018-01-21 21:34:44","CDMX","POL","0","31","POS","0","31","local"
"86","961072061543219203","ambriz_gloria","Vamos Peje... https://t.co/EQoEAkstay","1517972409000","2018-02-06 21:00:09","JAL","NO_POL","24","7","POS","0","31","local"
"87","958012299540869120","Frank1386","@pacorr77 @lopezdoriga Simpatizantes del Peje","1517242905000","2018-01-29 10:21:45","COL","POL","5","26","POS","0","31","local"
"88","957677502671015936","3MiliaNeT","@DivinoTormento9 Te bloqueó el peje?","1517163084000","2018-01-28 12:11:24","CDMX","NO_POL","27","4","NEG","31","0","local"
"89","951315413882867713","juannin","@mochopunk el peje o twitter???","1515646243000","2018-01-10 22:50:43","CDMX","NO_POL","31","0","NEG","31","0","local"
"90","952868837946478593","gerper57","@AristeguiOnline El papá del peje","1516016609000","2018-01-15 05:43:29","CDMX","NO_POL","17","14","POS","0","31","local"
"91","962018220390547463","LuisPerezMedin3","@rudorivera @luchalibreaaa Y el PEJE!!!","1518197991000","2018-02-09 11:39:51","COL","POL","1","30","POS","2","29","local"
"92","963541827944054785","gerper57","@AristeguiOnline Es gracias al peje","1518561248000","2018-02-13 16:34:08","CDMX","POL","0","31","POS","0","31","local"
"93","950519888845656071","gerper57","@AristeguiOnline El peje ni eso","1515456575000","2018-01-08 18:09:35","CDMX","POL","0","31","NEG","29","2","local"
"94","962043864071598082","MARIOJAVIER01","@ChumelTorres Valla pendejete el PEJE","1518204105000","2018-02-09 13:21:45","MICH","NO_POL","23","8","NEG","31","0","local"
"95","958093568568000512","Sandovallj","@elemloe Los Peluches versión Peje!","1517262281000","2018-01-29 15:44:41","JAL","POL","4","27","POS","1","30","local"
"96","967627032807989248","ElvisAaron77","Soy peje tumbapato , pregúntenle @lopezobrador_","1519535236000","2018-02-24 23:07:16","TAB","POL","14","17","POS","0","31","local"
"97","967926605589880832","gabbie_viquez","@damian741223 ¿Yo?, ¡El peje, qué! <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>","1519606660000","2018-02-25 18:57:40","CDMX","NO_POL","24","7","POS","0","31","visitante"
"98","954811375720845312","franramto","@CiroGomezL @JoseAMeadeK Puro peje iluminado","1516479746000","2018-01-20 14:22:26","GTO","POL","3","28","NEG","25","6","local"
"99","952349754565906435","MC_VHILLALVA","@vjmc @JJRENDON Peje power...2018....!","1515892849000","2018-01-13 19:20:49","CDMX","NO_POL","31","0","POS","0","31","local"
"100","964379355743797250","OCTAVIOMARIN","@ABarrancoCh Igual que el Peje...","1518760930000","2018-02-16 00:02:10","PUE","POL","3","28","NEG","31","0","local"
"101","957831461851234304","salvadorsilvam","@lopezdoriga Por casualidad todos los favoritos del pejelagarto ganan todas las encuestas Q se compre un billete d lotería","1517199790000","2018-01-28 22:23:10","QRO","NO_POL","30","1","POS","0","31","local"
"102","967086474804985856","chika_85","@floramargo entonces que vamos a comer pejelagarto o que xD cuando llegas a Villahermosa? Cuéntamelo todo :P","1519406357000","2018-02-23 11:19:17","SON","NO_POL","31","0","POS","0","31","local"
"103","948758281367031809","oalzagab","@Excelsior Esto es lo que ofrece el pejelagarto. Y tiene le descaro de declarar que no ha roto ningún vidrio","1515036576000","2018-01-03 21:29:36","QRO","POL","5","26","NEG","31","0","local"
"104","949699886345105410","gpjcarlos","@Karlprez6 @PRI_Nacional Le voy.... si no es fútbol <f0><U+009F><U+00A4><U+00A4>que bueno que entraste a defender a tu novia y a tu amo <f0><U+009F><U+00A7><U+009F><U+200D><U+2640><U+FE0F> #PejeZombi","1515261072000","2018-01-06 11:51:12","JAL","NO_POL","31","0","POS","0","31","local"
"105","954434522887618566","PaulCabins","@Kyuutz -¡AMLO es títere de Putin! la prueba irrefutable es que uno de sus esbirros (Ackerman) trabaja para RT. -Y además, ¿alguna otra prueba? -¡CÁLLATE PEJEZOMBI PRORUSO!","1516389897000","2018-01-19 13:24:57","YUC","NO_POL","23","8","NEG","26","5","local"
"106","953031857452363777","luis_rams","Con liopezRobador esto sería el padre nuestro diario, pejezombi  VOTA POR  LIOPEZROBADOR! !!!  Pobre gente, de seguro eran panochairos sin empleo... https://t.co/ceYz2RTNhI","1516055475000","2018-01-15 16:31:15","CDMX","POL","0","31","NEG","31","0","visitante"
"107","950753486433636352","NuGuido","Leí q un pejezombi escribió:  Quiero la paz mi voto es por...... Que fácil le lavan el cerebro a esas personas, jajajajaja jajajaja jajajajaja jajajaja","1515512269000","2018-01-09 09:37:49","MEX","NO_POL","31","0","POS","0","31","local"
"108","951195254757130240","gerper57","@lopezobrador_ Lo sabemos que quieres fundar como emperador el Nuevo Venezuela, con un pejelagarto en lugar de águila","1515617595000","2018-01-10 14:53:15","CDMX","NO_POL","17","14","NEG","30","1","local"
"109","949950576300666880","faustomatias","@Nacion321 @lopezobrador_ ¿ uno de los mejores ? Pues no que eres el mero mero chimbombero ? Ya resultaste puro pejelagarto nalgón !!!","1515320841000","2018-01-07 04:27:21","NL","NO_POL","31","0","POS","0","31","visitante"
"110","968708287972724736","Fiorellabronca","Descripción de Pejelagarto por National Geographic... algún parecido con la realidad es mera coincidencia <f0><U+009F><U+00A4><U+00A3> #elecciones2018 https://t.co/1XjUKSWrIU","1519793028000","2018-02-27 22:43:48","CDMX","POL","13","18","POS","0","31","local"
"111","966497023414370304","AlejandroGuzJ","Cuenta la leyenda que si tomas pozol y comes pejelagarto te quedas en tabasco y pues no.","1519265821000","2018-02-21 20:17:01","YUC","NO_POL","31","0","NEG","31","0","local"
"112","965876019944140800","pdritorodriguez","@RicardoAlemanMx @Twitter @lopezobrador_ @RicardoAlemanMx hagan lo hagan los hijos del pejelagarto nunca será presidente de México AMLO.","1519117762000","2018-02-20 03:09:22","CDMX","POL","0","31","NEG","31","0","local"
"113","954260849174204416","manolosCV","Cuando un pejezombi me trata de convencer que vote por AMLO, que el acabara con la corrupción y asesinatos. https://t.co/pnBrJ5SQ6O","1516348490000","2018-01-19 01:54:50","CDMX","POL","11","20","NEG","26","5","local"
"114","964218203995017216","luis_rams","Pejezombi !!! Dile a tu amo q te baje el precio de la gasolina y la luz a la mitad, que no sea hdschm !!!! https://t.co/s9YPlgWsLE","1518722508000","2018-02-15 13:21:48","MEX","NO_POL","31","0","POS","0","31","local"
"115","964217762381029377","luis_rams","Pejezombi !!! Dile a tu amo q tambien te baje el precio de la gasolina, dile q no sea hdspm !!!! No q te apoya mucho ? https://t.co/s9YPlgWsLE","1518722403000","2018-02-15 13:20:03","MEX","NO_POL","31","0","POS","1","30","local"
"116","957370799458893824","Eguizar_Alan","Con todo mi peje! <f0><U+009F><U+0098><U+008D><U+2764><U+FE0F><f0><U+009F><U+0098><U+0098> https://t.co/kAUfhzS85m","1517089960000","2018-01-27 15:52:40","SLP","NO_POL","31","0","POS","0","31","local"
"117","958163263178596357","Gallo_MTY","Y el #Peje!!!! https://t.co/oATEQAFwl7","1517278898000","2018-01-29 20:21:38","NL","POL","6","25","POS","1","30","local"
"118","953708969201057792","jgasca1978","@Ex_zorrita ya lo hay el mismo Peje","1516216911000","2018-01-17 13:21:51","CDMX","POL","0","31","NEG","22","9","local"
"119","954818381445844993","gerper57","@FedericoArreola @sdpnoticias Falsas como el peje","1516481416000","2018-01-20 14:50:16","CDMX","POL","0","31","NEG","30","1","local"
"120","954233942885871616","drjuliolazcano","@JohnMAckerman @JoseAMeadeK Jajajajaja.... “arriba el peje cabrón”","1516342075000","2018-01-19 00:07:55","CHIH","NO_POL","18","13","POS","0","31","local"
"121","968628981862772736","edo_gtz","@cristiancrespoj El futuro Peje-bus progresista.","1519774120000","2018-02-27 17:28:40","CHIH","POL","10","21","POS","0","31","local"
"122","966807955667644416","Dieg078","Lo jiento peje @lopezobrador_ <f0><U+009F><U+0098><U+0082><f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+0098><U+0082><f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+0098><U+0082><f0><U+009F><U+00A4><U+00A3> https://t.co/CdrwhnFdKN","1519339953000","2018-02-22 16:52:33","CDMX","NO_POL","31","0","POS","0","31","local"
"123","961954183137153024","PinedaHiginio","@beltrandelrio Con Anaya !!! no soporto al peje !!!!","1518182724000","2018-02-09 07:25:24","MEX","NO_POL","29","2","NEG","23","8","local"
"124","968250717382193152","DRMARIOJUAREZC","@lopezdoriga YA CON EL PEJE DE PRESIDENTE","1519683934000","2018-02-26 16:25:34","COAH","POL","0","31","POS","1","30","local"
"125","952855296661172225","gerper57","@AristeguiOnline Comentarle al Peje, tu amo","1516013380000","2018-01-15 04:49:40","CDMX","NO_POL","18","13","POS","0","31","local"
"126","952736625934635010","gerper57","@AristeguiOnline @JoseAMeadeK @eruviel_avila @aurelionuno Como el peje","1515985087000","2018-01-14 20:58:07","CDMX","POL","2","29","POS","4","27","local"
"127","954773025144102912","Olicustodiio","Oiga @lopezobrador_ ¿Es #Amlovich o Peje Putin? <f0><U+009F><U+00A4><U+0094>","1516470602000","2018-01-20 11:50:02","QROO","POL","1","30","POS","0","31","visitante"
"128","950139473379184640","Alberto46714347","@sr_playmo1 EL. PEJE LAGARTO. ES. RETROGRADA","1515365877000","2018-01-07 16:57:57","CDMX","NO_POL","22","9","NEG","31","0","local"
"129","958824893772193793","gerper57","@AristeguiOnline Para que lo venda el peje?","1517436643000","2018-01-31 16:10:43","CDMX","POL","1","30","NEG","16","15","local"
"130","968543513439821824","chyerena","@szurita Ese pinche peje es un loquillo!!!","1519753742000","2018-02-27 11:49:02","CDMX","NO_POL","26","5","NEG","31","0","local"
"131","961015067306229765","AMALIABERMEAFUE","@lopezdoriga MÁS MORENARCOS  CON EL PEJE","1517958821000","2018-02-06 17:13:41","NL","NO_POL","18","13","POS","3","28","local"
"132","961686814607265793","gerper57","@AristeguiOnline Por el peje y morena también","1518118978000","2018-02-08 13:42:58","CDMX","POL","0","31","POS","13","18","local"
"133","961660927287242753","periodistafrg","@Rosypurva ¿Entonces El Peje será presidente? .... Slds","1518112806000","2018-02-08 12:00:06","GTO","POL","9","22","NEG","31","0","local"
"134","965383443445178369","CarmenMacalalo","@lopezdoriga El peje está juntando la basura","1519000323000","2018-02-18 18:32:03","CDMX","POL","0","31","NEG","31","0","local"
