"","x"
"177",0.00836662413102144
"178",0.00836662413102144
"179",0.00836662413102144
"180",0.00836662413102144
"181",0.00839365261915467
"182",0.00839365261915467
"183",0.00839365261915467
"184",0.00839365261915467
"185",0.00839365261915467
"186",0.00840723123970749
"187",0.00842082205620309
"188",0.00842082205620309
"189",0.00843794347717542
"190",0.0084471136850676
"191",0.00844794761461325
"192",0.00844794761461325
"193",0.00847521445022622
"194",0.00847521445022622
"195",0.00847521445022622
"196",0.00847521445022622
"197",0.00847521445022622
"198",0.00848115655311787
"199",0.00849323356594768
"200",0.00850243707272135
"201",0.00850243707272135
"202",0.00850243707272135
"203",0.00850857581666269
"204",0.00850857581666269
"205",0.00850857581666269
"206",0.00851639231871809
"207",0.00852067447143448
"208",0.00852104688897151
"209",0.00852104688897151
"210",0.00852104688897151
"211",0.0085298013003009
"212",0.0085298013003009
"213",0.00853604419025416
"214",0.00853604419025416
"215",0.0085394928420615
"216",0.0085394928420615
"217",0.00857271393909618
"218",0.00858458259210432
"219",0.00858458259210432
"220",0.00859112825992632
"221",0.00861199932113304
"222",0.00861199932113304
"223",0.008618743951939
"224",0.008618743951939
"225",0.00862118023189118
"226",0.00864640874586281
"227",0.00866049442060272
"228",0.00866707207974681
"229",0.00866707207974681
"230",0.00866707207974681
"231",0.00867920100741008
"232",0.00868089416232178
"233",0.00869265722475853
"234",0.00869463428410346
"235",0.00870188563024577
"236",0.00871668120525931
"237",0.00872233923764724
"238",0.00872233923764724
"239",0.00872233923764724
"240",0.00872601804774297
"241",0.00873158505798893
"242",0.00874999846881275
"243",0.00874999846881275
"244",0.00874999846881275
"245",0.00874999846881275
"246",0.00874999846881275
"247",0.00874999846881275
"248",0.00874999846881275
"249",0.00874999846881275
"250",0.00874999846881275
"251",0.00874999846881275
"252",0.00874999846881275
"253",0.00874999846881275
"254",0.00874999846881275
"255",0.00874999846881275
"256",0.00874999846881275
"257",0.00874999846881275
"258",0.00874999846881275
"259",0.00874999846881275
"260",0.00875755889371979
"261",0.00875765342187671
"262",0.00875765342187671
"263",0.00875765342187671
"264",0.00875765342187671
"265",0.00875765342187671
"266",0.00875765342187671
"267",0.00875765342187671
"268",0.00875765342187671
"269",0.00875765342187671
"270",0.00875765342187671
"271",0.00875765342187671
"272",0.00875765342187671
"273",0.00875765342187671
"274",0.00877306905095224
"275",0.00877306905095224
"276",0.00877306905095224
"277",0.00877306905095224
"278",0.00878717374948678
"279",0.00880555702283486
"280",0.00882016504435632
"281",0.00883345667133129
"282",0.00883345667133129
"283",0.00883345667133129
"284",0.00884153198095562
"285",0.00884153198095562
"286",0.00884276738757184
"287",0.00885084739520729
"288",0.00885084739520729
"289",0.00885550713350034
"290",0.00886130992431097
"291",0.008874254848798
"292",0.00891477496593473
"293",0.00891725714989937
"294",0.00892585226865953
"295",0.00892585226865953
"296",0.00897339867478399
"297",0.00898231115715411
"298",0.00898279046100551
"299",0.00899180399676241
"300",0.00900159027757683
"301",0.00900994203453051
"302",0.00902973447268231
"303",0.00902973447268231
"304",0.00902973447268231
"305",0.00902973447268231
"306",0.00902973447268231
"307",0.00902973447268231
"308",0.00902973447268231
"309",0.00903896630514824
"310",0.00904387282926123
"311",0.00905802336712607
"312",0.00905802336712607
"313",0.00905802336712607
"314",0.00905802336712607
"315",0.00906736746763871
"316",0.00907681328503124
"317",0.00908626451585375
"318",0.00908626451585375
"319",0.00908626451585375
"320",0.00908636098488547
"321",0.00909591420906858
"322",0.00911465068750905
"323",0.0091244136422573
"324",0.00914298877510779
"325",0.00916352295151045
"326",0.00917137524382732
"327",0.00917147220881207
"328",0.00917147220881207
"329",0.0091731206997702
"330",0.009181559643985
"331",0.00919514850815578
"332",0.00919990721981207
"333",0.00919990721981207
"334",0.00919990721981207
"335",0.00919990721981207
"336",0.00920214136734599
"337",0.00921010901468739
"338",0.00921020620450177
"339",0.00921895559510534
"340",0.00921895559510534
"341",0.00921895559510534
"342",0.00921895559510534
"343",0.00921895559510534
"344",0.00921895559510534
"345",0.00921895559510534
"346",0.00921895559510534
"347",0.00921895559510534
"348",0.00921895559510534
"349",0.00921895559510534
"350",0.0092284878996837
"351",0.0092284878996837
"352",0.00922936358669917
"353",0.00922936358669917
"354",0.00925701981790054
"355",0.00926657371065111
"356",0.00926764642410159
"357",0.00928560010090434
"358",0.00931432653588158
"359",0.00931432653588158
"360",0.00931432653588158
"361",0.00932528274641213
"362",0.00932528274641213
"363",0.00932528274641213
"364",0.00934300370050952
"365",0.00934300370050952
"366",0.00934760829198541
"367",0.00934760829198541
"368",0.00937172921675368
"369",0.00937349550057893
"370",0.00939647379414594
"371",0.00940060136714528
"372",0.00940060136714528
"373",0.00940060136714528
"374",0.00942086051376308
"375",0.00943562735364119
"376",0.00945839306379231
"377",0.00945839306379231
"378",0.00945839306379231
"379",0.00945839306379231
"380",0.00945839306379231
"381",0.00945839306379231
"382",0.00947032994934457
"383",0.00947032994934457
"384",0.00947032994934457
"385",0.00947032994934457
"386",0.00947032994934457
"387",0.00947032994934457
"388",0.00948257134231895
"389",0.00949442609324682
"390",0.00949442609324682
"391",0.00949946681705321
"392",0.00951627980398311
"393",0.00952399944224809
"394",0.00952865267257979
"395",0.00954539477392242
"396",0.0095745583920629
"397",0.00960377065318636
"398",0.00960377065318636
"399",0.00961650411429337
"400",0.00961650411429337
"401",0.00961650411429337
"402",0.00964249700075161
"403",0.00964588586887886
"404",0.00966224130837456
"405",0.00967531658473762
"406",0.00969149936135841
"407",0.00969149936135841
"408",0.00969149936135841
"409",0.00969149936135841
"410",0.00969149936135841
"411",0.00970129610874068
"412",0.00970129610874068
"413",0.00970129610874068
"414",0.00970129610874068
"415",0.00970129610874068
"416",0.00970129610874068
"417",0.00970129610874068
"418",0.00970129610874068
"419",0.00970129610874068
"420",0.0097147004045931
"421",0.0097147004045931
"422",0.0097147004045931
"423",0.0097147004045931
"424",0.0097147004045931
"425",0.0097147004045931
"426",0.0097147004045931
"427",0.00972090580976935
"428",0.00972090580976935
"429",0.00972090580976935
"430",0.00973192072031042
"431",0.00975026060413487
"432",0.00975026060413487
"433",0.00975026060413487
"434",0.00976179530422061
"435",0.00976179530422061
"436",0.00976390244381035
"437",0.00977173113350163
"438",0.00977966367830937
"439",0.00977976411276175
"440",0.00978358103862403
"441",0.00979352894818607
"442",0.00980921562573523
"443",0.00980921562573523
"444",0.00980921562573523
"445",0.00981334067703691
"446",0.00982179495337477
"447",0.00983881617138851
"448",0.00985181950439416
"449",0.00985302959234959
"450",0.0098683643795233
"451",0.00989199726636503
"452",0.00989796084389367
"453",0.00989806193834009
"454",0.00989806193834009
"455",0.00989806193834009
"456",0.00989806193834009
"457",0.00989806193834009
"458",0.00991262540614775
"459",0.00992770681752041
"460",0.00992770681752041
"461",0.00994229399644147
"462",0.00994229399644147
"463",0.00994249667819181
"464",0.00994746308319747
"465",0.00994756445244961
"466",0.00994756445244961
"467",0.00994756445244961
"468",0.00995739994064979
"469",0.00998724289041317
"470",0.00998724289041317
"471",0.00998724289041317
"472",0.00999283114738684
"473",0.00999720133201244
"474",0.00999720133201244
"475",0.0100434057278312
"476",0.0100469725475612
"477",0.0100469725475612
"478",0.0100469725475612
"479",0.0100469725475612
"480",0.0100624707183438
"481",0.0100624707183438
"482",0.0100768589122142
"483",0.0100768589122142
"484",0.010094016868673
"485",0.0100941190468179
"486",0.0101068957370048
"487",0.0101227510175575
"488",0.0101327826071475
"489",0.0101367762702602
"490",0.0101631148400457
"491",0.0101670124054728
"492",0.0101970919059459
"493",0.0101970919059459
"494",0.0101970919059459
"495",0.0101970919059459
"496",0.0101970919059459
"497",0.0101970919059459
"498",0.0101970919059459
"499",0.0101970919059459
"500",0.0101970919059459
"501",0.0101970919059459
"502",0.0101970919059459
"503",0.0102136407453835
"504",0.0102136407453835
"505",0.0102136407453835
"506",0.0102136407453835
"507",0.0102136407453835
"508",0.0102136407453835
"509",0.0102136407453835
"510",0.0102136407453835
"511",0.0102136407453835
"512",0.0102136407453835
"513",0.0102471941250974
"514",0.0102471941250974
"515",0.0102471941250974
"516",0.0102471941250974
"517",0.0102471941250974
"518",0.0102474001581153
"519",0.0102574985255071
"520",0.010274409888907
"521",0.010274409888907
"522",0.0102877227231513
"523",0.0102878259598841
"524",0.0102878259598841
"525",0.0103048677038136
"526",0.0103048677038136
"527",0.0103180984852747
"528",0.0103180984852747
"529",0.0103180984852747
"530",0.0103180984852747
"531",0.0103353743377221
"532",0.0103353743377221
"533",0.0103396181063637
"534",0.0103484191667911
"535",0.0103485227327956
"536",0.0103659297832093
"537",0.0103787879971257
"538",0.010378891727448
"539",0.010378891727448
"540",0.0104014144707452
"541",0.0104014144707452
"542",0.0104094127586824
"543",0.010416998620874
"544",0.0104194932555777
"545",0.0104398781929487
"546",0.0104398781929487
"547",0.0104500787376832
"548",0.0104500787376832
"549",0.010463514192792
"550",0.0104682031739451
"551",0.0104704959778292
"552",0.0104704959778292
"553",0.0104756036523818
"554",0.0104756036523818
"555",0.0104886395296407
"556",0.0104886395296407
"557",0.0105195434064828
"558",0.0105317723292547
"559",0.0105317723292547
"560",0.0105317723292547
"561",0.0105317723292547
"562",0.0105502870733712
"563",0.0105503917263108
"564",0.0105521709120052
"565",0.0105569859909946
"566",0.0105569859909946
"567",0.0105624305512765
"568",0.0105811839852591
"569",0.0105932417507185
"570",0.0106034179731303
"571",0.0106122346298754
"572",0.0106195848626785
"573",0.0106239963196272
"574",0.0106432291973977
"575",0.010649644324177
"576",0.0106547989679192
"577",0.0106742724978049
"578",0.0106742724978049
"579",0.0106857550623672
"580",0.0106857550623672
"581",0.0106857550623672
"582",0.0107053645227919
"583",0.0107053645227919
"584",0.0107053645227919
"585",0.0107053645227919
"586",0.0107064193434761
"587",0.0107064193434761
"588",0.0107064193434761
"589",0.0107064193434761
"590",0.0107064193434761
"591",0.0107166540091057
"592",0.0107261548010072
"593",0.0107261548010072
"594",0.0107261548010072
"595",0.0107269995352608
"596",0.0107452756765927
"597",0.0107476010107019
"598",0.0107477067141431
"599",0.0107663192367908
"600",0.0107676947128918
"601",0.0107676947128918
"602",0.0107767963985123
"603",0.010798932861002
"604",0.010798932861002
"605",0.0108098512083685
"606",0.0108098512083685
"607",0.0108098512083685
"608",0.0108098512083685
"609",0.0108098512083685
"610",0.0108098512083685
"611",0.0108098512083685
"612",0.0108098512083685
"613",0.010830219699687
"614",0.010830219699687
"615",0.010830219699687
"616",0.010830219699687
"617",0.010830219699687
"618",0.0108304319799995
"619",0.0108617678305796
"620",0.0108718693981474
"621",0.0108721884772318
"622",0.0109033761183664
"623",0.0109138181930316
"624",0.0109244789066515
"625",0.0109658954030183
"626",0.0109660022552921
"627",0.0109660022552921
"628",0.0109660022552921
"629",0.0109660022552921
"630",0.0109660022552921
"631",0.0109660022552921
"632",0.0109660022552921
"633",0.0109660022552921
"634",0.0109660022552921
"635",0.0109660022552921
"636",0.0109660022552921
"637",0.0109660022552921
"638",0.0109660022552921
"639",0.0109660022552921
"640",0.0109660022552921
"641",0.0109660022552921
"642",0.0109672845261761
"643",0.01097786633209
"644",0.0109873839446522
"645",0.0109874909092697
"646",0.0109874909092697
"647",0.0109874909092697
"648",0.0109874909092697
"649",0.0109974410615416
"650",0.0109974410615416
"651",0.011018319976348
"652",0.0110204626049404
"653",0.0110288209920738
"654",0.0110288209920738
"655",0.0110310719078988
"656",0.0110310719078988
"657",0.0110310719078988
"658",0.0110603562353032
"659",0.0110603562353032
"660",0.0110823736691652
"661",0.0110918322566691
"662",0.0110918322566691
"663",0.0110918322566691
"664",0.0110918322566691
"665",0.0111140984871936
"666",0.011123463900347
"667",0.011123463900347
"668",0.0111339107811863
"669",0.0111458719053397
"670",0.0111458719053397
"671",0.0111458719053397
"672",0.0111458719053397
"673",0.0111761826189741
"674",0.0111866559826688
"675",0.0111989715979249
"676",0.0112095645040638
"677",0.0112183239114598
"678",0.0112184320751745
"679",0.0112185402394472
"680",0.011229034826505
"681",0.011229034826505
"682",0.011229034826505
"683",0.011229034826505
"684",0.011229034826505
"685",0.011229034826505
"686",0.011229034826505
"687",0.011229034826505
"688",0.011229034826505
"689",0.011229034826505
"690",0.011229034826505
"691",0.011229034826505
"692",0.011229034826505
"693",0.011229034826505
"694",0.011236178475222
"695",0.0112414836654929
"696",0.0112414836654929
"697",0.0112414836654929
"698",0.0112502564077805
"699",0.0112522064032436
"700",0.0112522064032436
"701",0.0112522064032436
"702",0.0112522064032436
"703",0.0112734513887429
"704",0.0112820204790648
"705",0.0112820204790648
"706",0.0112993862651571
"707",0.0112993862651571
"708",0.0113055762763588
"709",0.0113055762763588
"710",0.0113244833097514
"711",0.0113429720067067
"712",0.0113458011107435
"713",0.0113458011107435
"714",0.0113458011107435
"715",0.0113534198029991
"716",0.0113697547727735
"717",0.0113858842384326
"718",0.0114019168094184
"719",0.0114019168094184
"720",0.0114096647463362
"721",0.0114097738922759
"722",0.0114097738922759
"723",0.0114341273583031
"724",0.0114341273583031
"725",0.0114417776597332
"726",0.0114417776597332
"727",0.0114417776597332
"728",0.0114417776597332
"729",0.0114417776597332
"730",0.0114417776597332
"731",0.0114663864092969
"732",0.0114663864092969
"733",0.0114739387445704
"734",0.0114739387445704
"735",0.0114739387445704
"736",0.0114954062247131
"737",0.0114986939521957
"738",0.0115060383538543
"739",0.0115382955873853
"740",0.0115490586970504
"741",0.0115490586970504
"742",0.0115597172460876
"743",0.0115704909980152
"744",0.0115704909980152
"745",0.011581930216397
"746",0.0115959074291901
"747",0.0116028443393359
"748",0.0116028443393359
"749",0.0116028443393359
"750",0.0116028443393359
"751",0.0116147413259488
"752",0.0116282985801238
"753",0.0116351355102632
"754",0.011660958683033
"755",0.0116916770994773
"756",0.011693667543989
"757",0.0116999718075131
"758",0.0116999718075131
"759",0.0117263144025241
"760",0.0117356193120123
"761",0.0117371705118301
"762",0.0117378353451246
"763",0.0117649998055542
"764",0.0117649998055542
"765",0.0117649998055542
"766",0.0117649998055542
"767",0.0117649998055542
"768",0.0117649998055542
"769",0.0117649998055542
"770",0.0117649998055542
"771",0.0117908647295507
"772",0.0117917533316284
"773",0.0117917533316284
"774",0.0117917533316284
"775",0.0117917533316284
"776",0.0117917533316284
"777",0.0117917533316284
"778",0.0117917533316284
"779",0.0117917533316284
"780",0.0117975301124824
"781",0.0118193176445976
"782",0.0118193176445976
"783",0.0118302194190568
"784",0.011846136688399
"785",0.011846136688399
"786",0.011846136688399
"787",0.0118573858040712
"788",0.0118737684093741
"789",0.0118901630224171
"790",0.0119012110582769
"791",0.0119127112590686
"792",0.0119230999986292
"793",0.0119232117316149
"794",0.0119232117316149
"795",0.0119284638085245
"796",0.0119284638085245
"797",0.0119561972131675
"798",0.0119561972131675
"799",0.0119561972131675
"800",0.0119831805444524
"801",0.0119892310248969
"802",0.0119941622430775
"803",0.0119941622430775
"804",0.0120269148346683
"805",0.0120270270824034
"806",0.0120270270824034
"807",0.0120380300530638
"808",0.0120554435934368
"809",0.0120554435934368
"810",0.0120574666751429
"811",0.0120887348797558
"812",0.0121219620617061
"813",0.0121219620617061
"814",0.0121246674136147
"815",0.0121480143349364
"816",0.0121591886545191
"817",0.0121591886545191
"818",0.0121591886545191
"819",0.0121591886545191
"820",0.0121757908526926
"821",0.0121922919705593
"822",0.0122033746920465
"823",0.0122033746920465
"824",0.0122219331970517
"825",0.0122586413789269
"826",0.012258754765841
"827",0.0122888218274405
"828",0.012292114547069
"829",0.012292114547069
"830",0.0123031315119846
"831",0.0123143810053436
"832",0.0123143810053436
"833",0.0123143810053436
"834",0.0123143810053436
"835",0.0123143810053436
"836",0.0123143810053436
"837",0.0123143810053436
"838",0.0123143810053436
"839",0.0123143810053436
"840",0.0123143810053436
"841",0.0123143810053436
"842",0.0123160859476426
"843",0.0123254085017263
"844",0.0123447476115782
"845",0.0123447476115782
"846",0.0123447476115782
"847",0.0123447476115782
"848",0.0123447476115782
"849",0.0123447476115782
"850",0.0123499832985061
"851",0.0123499832985061
"852",0.0123700263099685
"853",0.0123895163446971
"854",0.0123922530836533
"855",0.0124034314103583
"856",0.0124258040120583
"857",0.0124258040120583
"858",0.0124258040120583
"859",0.0124680959540592
"860",0.0124929348458365
"861",0.0125245648026992
"862",0.0125265144021198
"863",0.0125377563856039
"864",0.0125377563856039
"865",0.0125377563856039
"866",0.012558418761921
"867",0.0125602562845703
"868",0.0125939309442905
"869",0.0125939309442905
"870",0.0125939309442905
"871",0.0125939309442905
"872",0.0125939309442905
"873",0.0126232768624411
"874",0.0126261558475268
"875",0.0126262710141141
"876",0.0126262710141141
"877",0.0126262710141141
"878",0.0126277682300359
"879",0.0126277682300359
"880",0.0126277682300359
"881",0.0126602692818957
"882",0.0126615379437784
"883",0.0126920058814322
"884",0.012695355084918
"885",0.0126954705829781
"886",0.0126954705829781
"887",0.0127265596164741
"888",0.0127284100373636
"889",0.0127284100373636
"890",0.0127293353008161
"891",0.0127293353008161
"892",0.0127633632431169
"893",0.0127633632431169
"894",0.0127633632431169
"895",0.012785379472462
"896",0.0127967430006584
"897",0.0127967430006584
"898",0.0127973229146147
"899",0.0128086920133336
"900",0.0128200664116727
"901",0.0128302846727716
"902",0.0128313299630336
"903",0.0128314461091546
"904",0.0128314461091546
"905",0.0128649191501283
"906",0.0128652680684189
"907",0.0128655006833704
"908",0.0128655006833704
"909",0.0128655006833704
"910",0.0128655006833704
"911",0.0128712004388538
"912",0.0128767851567824
"913",0.0128767851567824
"914",0.0128769015185849
"915",0.0128769015185849
"916",0.0128769015185849
"917",0.0128769015185849
"918",0.0128881912347007
"919",0.0128996026088917
"920",0.0128996026088917
"921",0.0128996026088917
"922",0.0128996026088917
"923",0.0128996026088917
"924",0.0129111358027987
"925",0.0129111358027987
"926",0.0129111358027987
"927",0.0129111358027987
"928",0.0129111358027987
"929",0.012933868504271
"930",0.012933868504271
"931",0.0129680652552008
"932",0.0129692332148151
"933",0.0129807989884117
"934",0.0130024262735022
"935",0.0130024262735022
"936",0.0130030110564415
"937",0.0130253600769316
"938",0.0130259453997599
"939",0.0130367177976489
"940",0.0130375376274784
"941",0.0130390602401945
"942",0.0130721121321451
"943",0.0131055601309314
"944",0.0131090835742249
"945",0.0131169543863516
"946",0.0131401112367274
"947",0.0131401112367274
"948",0.0131414048884592
"949",0.0131630540262846
"950",0.013174592148758
"951",0.0131791853204109
"952",0.0131919092398019
"953",0.0131993344893159
"954",0.0131993344893159
"955",0.0132092382181403
"956",0.0132438137438582
"957",0.0132457031865819
"958",0.0132496006067622
"959",0.0132496006067622
"960",0.0132496006067622
"961",0.0132784364755985
"962",0.0132785547227342
"963",0.0132785547227342
"964",0.0133132248079885
"965",0.0133319402028722
"966",0.0133505507329138
"967",0.0133738032660283
"968",0.0133944635023115
"969",0.0133944635023115
"970",0.0134204905360379
"971",0.0134264364738327
"972",0.0134526149055358
"973",0.0134526149055358
"974",0.0134526149055358
"975",0.0134526149055358
"976",0.0134526149055358
"977",0.0134526149055358
"978",0.0134526149055358
"979",0.0134526149055358
"980",0.0134526149055358
"981",0.0134526149055358
"982",0.0134526149055358
"983",0.0134526149055358
"984",0.0134526149055358
"985",0.0134526149055358
"986",0.0134526149055358
"987",0.0134526149055358
"988",0.0134526149055358
"989",0.0134526149055358
"990",0.0134526149055358
"991",0.0134526149055358
"992",0.0134526149055358
"993",0.0134526149055358
"994",0.0134557104757312
"995",0.0134758407260547
"996",0.0134876402835006
"997",0.0134908592780703
"998",0.0134908592780703
"999",0.0134908592780703
"1000",0.0134908592780703
"1001",0.0134908592780703
"1002",0.0134908592780703
"1003",0.0134908592780703
"1004",0.0134908592780703
"1005",0.0134908592780703
"1006",0.0134908592780703
"1007",0.0134908592780703
"1008",0.0134908592780703
"1009",0.0134908592780703
"1010",0.0134908592780703
"1011",0.0134908592780703
"1012",0.0134908592780703
"1013",0.0134908592780703
"1014",0.0134908592780703
"1015",0.0134908592780703
"1016",0.0134908592780703
"1017",0.0134908592780703
"1018",0.0134908592780703
"1019",0.0134908592780703
"1020",0.0134908592780703
"1021",0.0135331008745722
"1022",0.0135341757096098
"1023",0.0135575942475625
"1024",0.0135685938883098
"1025",0.0135687134751224
"1026",0.0135687134751224
"1027",0.0135927615562216
"1028",0.0136043747733774
"1029",0.0136083268376155
"1030",0.0136162327569993
"1031",0.0136319318820081
"1032",0.0136378064908901
"1033",0.0136631183082185
"1034",0.0136878538536127
"1035",0.0136983074013364
"1036",0.0136983074013364
"1037",0.0137117709463081
"1038",0.0137264444113498
"1039",0.0137264444113498
"1040",0.0137264444113498
"1041",0.0137275272029231
"1042",0.0137336638596933
"1043",0.0137382371966093
"1044",0.0137453394707994
"1045",0.0137454598647547
"1046",0.0137454598647547
"1047",0.0137454598647547
"1048",0.0137454598647547
"1049",0.0137454598647547
"1050",0.0137477474539355
"1051",0.0137689471488075
"1052",0.0137738881494415
"1053",0.0137738881494415
"1054",0.0137738881494415
"1055",0.0137836523431908
"1056",0.0137857020743823
"1057",0.0137857020743823
"1058",0.0137857020743823
"1059",0.0137857020743823
"1060",0.013804277434129
"1061",0.0138043980957631
"1062",0.0138043980957631
"1063",0.0138094663785644
"1064",0.0138397755231841
"1065",0.0138449713848627
"1066",0.0138450922308909
"1067",0.0138450922308909
"1068",0.0138616533079165
"1069",0.0138751999178449
"1070",0.0138753209006216
"1071",0.0138753209006216
"1072",0.013910792408201
"1073",0.0139520127194891
"1074",0.0139641483656507
"1075",0.0139819976866784
"1076",0.0140177317488963
"1077",0.0140239353207205
"1078",0.014036590144031
"1079",0.0140414589566986
"1080",0.0140414589566986
"1081",0.0140414589566986
"1082",0.0140414589566986
"1083",0.0140414589566986
"1084",0.0140414589566986
"1085",0.0140414589566986
"1086",0.0140533912405275
"1087",0.014083854492538
"1088",0.014083854492538
"1089",0.0140958053967859
"1090",0.0140958053967859
"1091",0.0140958053967859
"1092",0.0140958053967859
"1093",0.0140958053967859
"1094",0.0140971471520655
"1095",0.0141138636377656
"1096",0.0141138636377656
"1097",0.0141608954598203
"1098",0.0141608954598203
"1099",0.0141608954598203
"1100",0.0141608954598203
"1101",0.0141700669147065
"1102",0.0141700669147065
"1103",0.0141967426974794
"1104",0.0141967426974794
"1105",0.0142005381477154
"1106",0.0142039667467721
"1107",0.0142040892046458
"1108",0.0142040892046458
"1109",0.0142187881083999
"1110",0.0142207485554958
"1111",0.0142327593396168
"1112",0.0142327593396168
"1113",0.0142642818768472
"1114",0.0142687003599155
"1115",0.0142687003599155
"1116",0.0143126781522353
"1117",0.014324728939849
"1118",0.0143287880356016
"1119",0.0143408458164025
"1120",0.0143408458164025
"1121",0.0143408458164025
"1122",0.0143408458164025
"1123",0.0143408458164025
"1124",0.0143408458164025
"1125",0.0143489693103695
"1126",0.0143531550664531
"1127",0.0143654697624554
"1128",0.0143770505417722
"1129",0.0143853078636959
"1130",0.0144493540744449
"1131",0.0144494776190467
"1132",0.0144856996204864
"1133",0.0144856996204864
"1134",0.0144977014939133
"1135",0.0145067372064363
"1136",0.0145219683183827
"1137",0.0145219683183827
"1138",0.01454972741008
"1139",0.0145584077203861
"1140",0.0145584077203861
"1141",0.0145584077203861
"1142",0.0145677110085346
"1143",0.0145677110085346
"1144",0.0145947699237737
"1145",0.0145947699237737
"1146",0.0146069424375483
"1147",0.0146313031189533
"1148",0.0146313031189533
"1149",0.0146313031189533
"1150",0.0146433668900193
"1151",0.0146433668900193
"1152",0.0146434912854083
"1153",0.0146434912854083
"1154",0.0146434912854083
"1155",0.0146434912854083
"1156",0.0146434912854083
"1157",0.0146434912854083
