"","ID","SCREENNAME","TEXT","DATE","DATESTRING","PLACE","CLASSPOL","MODELNEGPOL","MODELPOSPOL","CLASSSENT","MODELNEGSENT","MODELPOSSENT","USERTYPE"
"11","949648475628679168","ArkanoEzael","Exacto! Cuestionar al PRI o PAN no significa estar con Morena!  Así como también, cuestionar al Peje no significa estar con el PRIAN peje chairos! https://t.co/Dj9o0FWPaP","1515248814000","2018-01-06 08:26:54","MEX","POL","0","31","NEG","31","0","visitante"
"12","968705079879569408","estebanqui98","Chairos... Chairos... https://t.co/sgqc5rLM0Y","1519792263000","2018-02-27 22:31:03","CDMX","POL","0","31","POS","0","31","visitante"
"13","949044637435604992","FrodoSurfer","@Talhyz Chairos","1515104848000","2018-01-04 16:27:28","CDMX","POL","0","31","POS","2","29","local"
"14","965038382966562817","drp_arevalo","Borrando chairos","1518918054000","2018-02-17 19:40:54","CDMX","POL","0","31","POS","9","22","local"
"15","952609677241733120","AlfredoOrtega19","#chairos! <f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BB><U+200D><U+2642><U+FE0F><f0><U+009F><U+0098><U+0092> = #amlo <f0><U+009F><U+00A4><U+00AF><f0><U+009F><U+00A4><U+00A2>","1515954820000","2018-01-14 12:33:40","PUE","POL","0","31","POS","0","31","local"
"16","958017177013161984","AlejaFacio","Que chairos <f0><U+009F><U+0099><U+0084>","1517244068000","2018-01-29 10:41:08","CDMX","POL","0","31","NEG","29","2","local"
"17","961235232170151936","gerper57","@AristeguiOnline Los chairos los chairos","1518011312000","2018-02-07 07:48:32","CDMX","POL","0","31","POS","0","31","local"
"18","957965944667635712","karlavsc_28","La de los huevos soy yo <f0><U+009F><U+0090><U+00A4><f0><U+009F><U+0090><U+00A3><f0><U+009F><U+0090><U+0094> #chiken #chikenlittle #ranch en Hacienda… https://t.co/bQ78KpPatC","1517231854000","2018-01-29 07:17:34","NL","NO_POL","29","2","POS","0","31","local"
"19","948973157616152577","DivinoTormento9","JAJAJAJA  no me imagino la cabeza de los chairos JAJAJAJA...Alfonso Durazo <f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+0098><U+0082> según ellos no quieren al PRIAN Y Televisa y su mesías está haciendo casting ahí <f0><U+009F><U+0098><U+009C> https://t.co/GZcEBjd1D0","1515087806000","2018-01-04 11:43:26","VER","NO_POL","20","11","POS","0","31","local"
"20","952362966325841920","Rodrigo66267760","@aserna1954 A la CHACHALAQUITA de #ricardoCanaya.. pirruris de ATLANTA, Nos dice que los INDIOS apestosos e ignorantes le damos ASCO que apestados y somos chairos..esto el #PRIAN y Asoc https://t.co/GLQmNar7Dz","1515895999000","2018-01-13 20:13:19","TAB","POL","0","31","NEG","31","0","local"
"21","961330671049461760","tolito41","AMLO, Barlett, Esteban Moctezuma, Armando Guadiana, Ebrard, Manuel Espino, Germán Martínez, Korrodi,  Tatiana Clouthier, Etc. #SoloYoTengoLaOcurrencia que Morena, es el verdadero PRIAN al que tanto se refieren los chairos","1518034067000","2018-02-07 14:07:47","GTO","POL","4","27","POS","9","22","local"
"22","947753084473581569","rossy_barranco","Sé que no debo esperar pero bueno la esperanza muere al último #chikenlittle ¿dónde estarás ?#tipotrenH100","1514796918000","2018-01-01 02:55:18","MEX","NO_POL","31","0","NEG","21","10","local"
"23","958176274903719936","rjadhrey","@guruchuirer Prian","1517282000000","2018-01-29 21:13:20","TAB","POL","0","31","NEG","31","0","local"
"24","959626660831285249","luis_rams","Te hablan perro ignorante, pejezombi de mierda !!! https://t.co/JsidRT2Xd2","1517627799000","2018-02-02 21:16:39","MEX","NO_POL","17","14","NEG","31","0","local"
"25","951673017972723712","LCCasno","@LIEMiriOlvera @Soysoloesa pues ahi tienen al hipocrita del chikenlittle del @RicardoAnayaC  que nomas no levanta asta! ni levantara","1515731503000","2018-01-11 22:31:43","SON","POL","2","29","NEG","19","12","local"
"26","961622607438098439","legalminddude","Chairos, chairos everywhere. https://t.co/ctSvEknZRG","1518103670000","2018-02-08 09:27:50","CDMX","POL","0","31","POS","1","30","local"
"27","958855884507172864","AlexsRuiz","Abrance alv chairos<f0><U+009F><U+0098><U+0091>","1517444032000","2018-01-31 18:13:52","SON","POL","1","30","POS","0","31","local"
"28","965278306885976064","EdgarReina2","Soy anti chairos","1518975257000","2018-02-18 11:34:17","MEX","NO_POL","25","6","POS","0","31","local"
"29","949421529753899010","AxlBun","Pinches chairos, parecen marabunta.","1515194706000","2018-01-05 17:25:06","CDMX","POL","11","20","NEG","31","0","local"
"30","954533137492652032","TrendsMexico","#meadebots es ahora una tendencia en Mexico  https://t.co/1NeKE6wTRb https://t.co/mxfS7odYdJ","1516413409000","2018-01-19 19:56:49","CDMX","POL","7","24","POS","8","23","local"
"31","951999804439179264","vamPRlpe","@NiCkItA48 RUSOS CON AMLO y los #MeadeBots con @NiCkItA48 @la_princessilla @BellaDementeVIP <f0><U+009F><U+0098><U+0082> https://t.co/FP8DSA6gai","1515809415000","2018-01-12 20:10:15","MEX","NO_POL","31","0","POS","0","31","local"
"32","951032882021068800","alfredo1920","Pejebots Vs Meadebots,marcador final Empatados a 0 votos https://t.co/5RHpuiGXU7","1515578883000","2018-01-10 04:08:03","MOR","NO_POL","31","0","POS","2","29","local"
"33","952789715077476352","9robless","Me cagan los chairos","1515997744000","2018-01-15 00:29:04","CDMX","POL","0","31","NEG","31","0","local"
"34","966740710434263040","BetoYbarra_79","@Predator_48 Pinches chairos....","1519323921000","2018-02-22 12:25:21","CDMX","POL","12","19","NEG","30","1","local"
"35","963041949484769280","gerper57","@Milenio Chairos pejezombies","1518442067000","2018-02-12 07:27:47","CDMX","POL","6","25","POS","10","21","local"
"36","965653255547076608","nogard","#chairos https://t.co/XJwqF2ZTZ9","1519064651000","2018-02-19 12:24:11","QRO","POL","0","31","POS","0","31","local"
"37","967799521454501888","Rodolfo_alv_san","@Univ_Deportivo @Chivas Chairos","1519576361000","2018-02-25 10:32:41","CDMX","POL","0","31","POS","1","30","local"
"38","949356923270434817","Edy_V77","@gokutaker @DoliaEstevez @yalmaal @JoseAMeadeK Clara la pandilla de MeadeBots desquitando su salario mínimo mexicano.","1515179303000","2018-01-05 13:08:23","CDMX","NO_POL","18","13","NEG","29","2","local"
"39","949057948654780417","morita_alex","@Ivanovichdan Por chairos","1515108022000","2018-01-04 17:20:22","QRO","POL","0","31","POS","12","19","local"
"40","955282837879615488","gerper57","@AristeguiOnline No son chairos","1516592151000","2018-01-21 21:35:51","CDMX","POL","0","31","NEG","31","0","local"
"41","968115610939871233","MaxApodaca","<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+0091><U+0087><f0><U+009F><U+008F><U+00BC> #chairos https://t.co/l4hiYzZT61","1519651723000","2018-02-26 07:28:43","CDMX","NO_POL","19","12","POS","0","31","local"
"42","966787604812312578","AmaroOrtiz6","@ElElegidoAgain @Jorge_Mengele Esos chairos","1519335101000","2018-02-22 15:31:41","VER","POL","0","31","POS","0","31","visitante"
"43","950068001356861440","Rodvazquez","Chairos https://t.co/H0WO2mZytZ","1515348837000","2018-01-07 12:13:57","Error1","POL","0","31","POS","0","31","visitante"
"44","958881163648622592","gtzfil","@RedCiudadanaMaZ @crespi_padilla Chairos chayoteros","1517450059000","2018-01-31 19:54:19","CDMX","POL","0","31","POS","0","31","local"
"45","956264189089075200","JenySpin","Chairos <f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F><f0><U+009F><U+0092><U+0081><f0><U+009F><U+008F><U+00BC><U+200D><U+2640><U+FE0F> https://t.co/860ypIYl84","1516826123000","2018-01-24 14:35:23","BC","NO_POL","22","9","POS","0","31","local"
"46","955410862352855041","gerper57","@AristeguiOnline @ChumelTorres Chairos","1516622674000","2018-01-22 06:04:34","CDMX","POL","0","31","POS","1","30","local"
"47","957462825236123648","AxlBun","Los chairos me atacan. <f0><U+009F><U+0099><U+008A>","1517111900000","2018-01-27 21:58:20","CDMX","POL","0","31","POS","0","31","local"
"48","960658472915427329","AlexItesm","@LicbiologiaAli_ Muchos chairos?","1517873802000","2018-02-05 17:36:42","Error1","NO_POL","21","10","POS","0","31","visitante"
"49","964951727379279874","EdgarReina2","...Chairos https://t.co/gUloGYNyT7","1518897394000","2018-02-17 13:56:34","CDMX","POL","0","31","POS","0","31","visitante"
"50","960076982783488000","super_ram","@El_Universal_Mx la PEJEMANIA ES realidad,. y una industria que harian los haters,,, ricardo aleman, hiriart,ciro,pepe cardenas, entre otros,,,, o sus adoradores , los que hacen botargas muñecos, y hasta los chairos, palabrita mamona de los bots del prian, el futuro presidente #AndresManuelovich","1517735164000","2018-02-04 03:06:04","SIN","POL","0","31","NEG","30","1","local"
"51","962739060736344064","elmonsibais","@JLozanoA El prian hablando del prian","1518369853000","2018-02-11 11:24:13","CDMX","POL","0","31","NEG","31","0","local"
"52","949657538076839936","luis_rams","@PepeMeado Jaaaajajajaja   Cual independencia  Jajajajaja jaaaajajajaja   Contestarle a un pejezombi es perder el tiempo","1515250975000","2018-01-06 09:02:55","MEX","NO_POL","29","2","POS","0","31","local"
"53","964345088104157187","payo_aguirre","@julioastillero Si es el más pejezombi del mundo mundial!!! Por eso las signos de ¿?","1518752760000","2018-02-15 21:46:00","TAB","NO_POL","31","0","POS","0","31","local"
"54","955193915715530752","NuGuido","REGLA 1 A LA 1000 el pejezombi solo obedece NUNCA CUESTIONA AL PEJEHOVÁ  !!! https://t.co/wmOwCDT4TS","1516570950000","2018-01-21 15:42:30","MEX","POL","5","26","POS","4","27","local"
"55","955198244992233477","NuGuido","Up's el pejezombi no tiene derecho a preguntar nada !!!  @lopezobrador https://t.co/A8EoaR7gjh","1516571982000","2018-01-21 15:59:42","MEX","NO_POL","31","0","POS","0","31","local"
"56","963293934129577984","fmagallon","Chairos pendejos <f0><U+009F><U+0091><U+0087> https://t.co/TtNtOteoUK","1518502145000","2018-02-13 00:09:05","BC","POL","14","17","NEG","31","0","local"
"57","965810434795163648","jime_loves","Los chairos también saben inglés.                <f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0098><U+0092><f0><U+009F><U+0098><U+00B6>","1519102126000","2018-02-19 22:48:46","CDMX","NO_POL","21","10","NEG","29","2","local"
"58","961682400752189440","fmagallon","Porque chairos https://t.co/reCHAdHvSu","1518117926000","2018-02-08 13:25:26","BC","POL","0","31","POS","9","22","local"
"59","958931396915093505","siANAsi_","Aguascalientes, PRIAN 8%","1517462035000","2018-01-31 23:13:55","CDMX","POL","13","18","NEG","31","0","local"
"60","949316727887757313","elhuppen","@AnngelLara Ange prian","1515169720000","2018-01-05 10:28:40","NL","POL","0","31","POS","4","27","local"
"61","968551677673525248","BerdejoA","@abasave No mas PRIAN !!!!!!","1519755689000","2018-02-27 12:21:29","CDMX","NO_POL","31","0","NEG","31","0","local"
"62","964317615207387137","EdgarDominguezS","@chris_nigel Fuera el PRIAN!!!!","1518746210000","2018-02-15 19:56:50","CDMX","NO_POL","20","11","NEG","30","1","visitante"
"63","961237740653334529","Efrain_iker","PRIAN https://t.co/43QPZ8yldi","1518011910000","2018-02-07 07:58:30","MICH","POL","0","31","POS","1","30","local"
"64","965037727061303296","LaloRdzDeLeon","Salud por el #PRIAN","1518917898000","2018-02-17 19:38:18","COAH","POL","0","31","POS","15","16","local"
"65","950526371465482241","perromajadero01","¿Los chairos a los cuántos años dejan de ser chairos?","1515458121000","2018-01-08 18:35:21","MEX","POL","0","31","NEG","31","0","visitante"
"66","948143338913484801","drjuangac","Ahora serán Meadebots!! No creo que gente normal preste su cuenta! Para decir tonterías !! https://t.co/ORutZuY2xa","1514889962000","2018-01-02 04:46:02","TAB","NO_POL","31","0","NEG","28","3","visitante"
"67","959962734971576320","ArmandoLunaE","@ahope71 @SalvadorZA Prian","1517707925000","2018-02-03 19:32:05","MICH","POL","0","31","NEG","31","0","local"
"68","947955677871427584","arturoguzmanr","@dparamooficial Ya aburren estos chairos","1514845220000","2018-01-01 16:20:20","GTO","POL","1","30","POS","14","17","local"
"69","954035011019264000","perromayordf","Chairos putinez https://t.co/H3aPEzNG8M","1516294646000","2018-01-18 10:57:26","MEX","NO_POL","31","0","NEG","18","13","local"
"70","949419882684272640","AxlBun","Los chairos me están agrediendo. <f0><U+009F><U+00A4><U+00AA>","1515194314000","2018-01-05 17:18:34","CDMX","POL","0","31","NEG","31","0","local"
"71","968631398084087810","danielovg","HAHAHAHAHAHAHAHAHA  *chairos* https://t.co/FcKPtfE7mj","1519774696000","2018-02-27 17:38:16","Error1","NO_POL","24","7","POS","0","31","local"
"72","952931803454738432","felipe93037250","@AristeguiOnline @EPN fuera prian","1516031621000","2018-01-15 09:53:41","YUC","NO_POL","28","3","NEG","31","0","local"
"73","957371293195792385","MiguelADeLaCru2","@Redes_MORENA @lopezobrador_ Fuera PRIAN!!!!","1517090078000","2018-01-27 15:54:38","JAL","NO_POL","31","0","NEG","31","0","local"
"74","959838399120232448","L_orv","@JoseCardenas1 Prian sabe.....","1517678281000","2018-02-03 11:18:01","JAL","POL","0","31","NEG","24","7","local"
"75","959932234458419200","ezmatordonez","#Prian https://t.co/aeZlJ1Xqww","1517700654000","2018-02-03 17:30:54","QROO","POL","0","31","POS","4","27","local"
"76","965119631756288000","Ariascab","Ve a que te hagan una limpia, o acabarás como pejezombi https://t.co/zEm3fpfFTv","1518937425000","2018-02-18 01:03:45","MEX","NO_POL","30","1","NEG","26","5","local"
"77","960930383129993216","edtoscana","@lopezdoriga Solo en tu encuesta aparece Meade en primer lugar.  Se ve que tienes muchos meadebots de seguidores","1517938631000","2018-02-06 11:37:11","CDMX","NO_POL","31","0","POS","3","28","visitante"
"78","951263546163245056","gerper57","@AristeguiOnline Senadores chairos quienes mas","1515633877000","2018-01-10 19:24:37","CDMX","POL","0","31","POS","0","31","local"
"79","964328273269403648","BDL_7","Entiendelo chairos https://t.co/IqyyoHz9NC","1518748751000","2018-02-15 20:39:11","NL","POL","0","31","POS","2","29","local"
"80","968497025812717570","dramiros","Los  chairos https://t.co/wUbfw45ofN","1519742659000","2018-02-27 08:44:19","TAMPS","POL","0","31","POS","0","31","local"
"81","951147853732306945","DanielaAcosta79","Manifiéstense chairos <f0><U+009F><U+0098><U+0089> https://t.co/OXKqma014v","1515606294000","2018-01-10 11:44:54","PUE","NO_POL","31","0","POS","0","31","visitante"
"82","963812437781725185","progresason","@healthsuplier Y LOS CHAIROS CALLADOS","1518625766000","2018-02-14 10:29:26","SON","POL","0","31","POS","0","31","local"
"83","963776796574466049","el_globetrotter","Is this for real, Chairos?","1518617269000","2018-02-14 08:07:49","CDMX","POL","1","30","POS","7","24","local"
"84","960354224285601794","LuisMRdguez","¿también hay chairos viendo NFL?","1517801264000","2018-02-04 21:27:44","CHIS","NO_POL","18","13","POS","0","31","local"
"85","962884559846215680","RockaUrias","Toy aburrida , voy alborotar chairos","1518404543000","2018-02-11 21:02:23","SIN","POL","2","29","NEG","31","0","local"
"86","951486618363449344","rxstaticprocess","Jajajajaja ¡Morí! #epn #amlo #pejezombi #mexico #morena en Monumento a la Revolución https://t.co/xzI53AzM9G","1515687062000","2018-01-11 10:11:02","CDMX","POL","7","24","POS","0","31","local"
"87","957054194602729472","CRISTHIANZA","Cómo le contestas a un pejezombi sin llegar hacer grosero y callarlo aclaro no soy de ningún partido","1517014475000","2018-01-26 18:54:35","CDMX","NO_POL","31","0","NEG","31","0","local"
"88","949320748551868416","zonilupe","<f0><U+009F><U+0091><U+0087>el PRIAN <f0><U+009F><U+0092><U+00A9><f0><U+009F><U+0092><U+00A9><f0><U+009F><U+0092><U+00A9> https://t.co/u8wPY8vQJN","1515170678000","2018-01-05 10:44:38","CDMX","POL","0","31","NEG","22","9","local"
"89","964486750050676736","hdezruben071","@JaimeRdzNL PriAn con lo mismo!","1518786535000","2018-02-16 07:08:55","CDMX","POL","0","31","NEG","31","0","local"
"90","966751555973152768","BerdejoA","@AtTimesMX Sigan apoyando al PRIAN !!!","1519326506000","2018-02-22 13:08:26","CDMX","POL","0","31","POS","0","31","local"
"91","968697954335735808","ferchoo5","Pinches chairos jaja https://t.co/iEIPP5kcM9","1519790564000","2018-02-27 22:02:44","GTO","NO_POL","20","11","POS","0","31","local"
"92","962838008465645570","cucebrio1","Chairos, tomen esto !! <f0><U+009F><U+0091><U+0087><f0><U+009F><U+0091><U+0087> https://t.co/S1dDhtU5vd","1518393444000","2018-02-11 17:57:24","JAL","POL","4","27","POS","5","26","local"
"93","967678016171266048","el_globetrotter","Chairos, los #Supreme me dejaron #ReptilectricProfetaGaláctico","1519547392000","2018-02-25 02:29:52","CDMX","POL","0","31","POS","6","25","local"
"94","958006714367954947","PinshiYoYo","@lopezdoriga Aún no se despiertan los MeadeBots, vamos a darles unas horas para que esta encuesta de un giro inesperado <f0><U+009F><U+0098><U+00B1> https://t.co/eLYhj18iiL","1517241574000","2018-01-29 09:59:34","MEX","NO_POL","31","0","POS","13","18","visitante"
"95","959832418948698112","Luispradoch","EL PRIAN ... <f0><U+009F><U+0098><U+0082> https://t.co/2amJUPeUvR","1517676856000","2018-02-03 10:54:16","VER","POL","0","31","POS","0","31","local"
"96","968493617278013440","karimperez1969","@Pajaropolitico Gracias Prian... Estado fallido !!!","1519741846000","2018-02-27 08:30:46","MEX","POL","15","16","POS","0","31","local"
"97","962381022108119041","asimaike","@noticracia Ya hay nuevo PRIAN?","1518284490000","2018-02-10 11:41:30","JAL","POL","9","22","POS","0","31","local"
"98","955162936586186752","super_ram","@reformanacional corruptos los del PRIAN","1516563564000","2018-01-21 13:39:24","SIN","POL","0","31","NEG","31","0","local"
"99","969052896544292864","porrotuitero","@mary1976hs @DuvalinDSuadero Sí ya que gane para despidan a todos esos #meadebots . Y para que los amlofóbicos se quejen con ganas… <f0><U+009F><U+0098><U+0082>","1519875189000","2018-02-28 21:33:09","CDMX","NO_POL","21","10","POS","12","19","visitante"
"100","963749343655288833","luis_rams","@debbyhart @ROCIOALCALAG Tu crees q el pejezombi piensa eso q acabas de decir ? El pejezombi esta idiotizado, idiotizado, idiotizado, idiotizado, idiotizado, el pejezombi no razona, no razona,no razona, solo repite lo q le dice su amo, solo repite, solo repite, solo repite, solo repite, repite, repite","1518610723000","2018-02-14 06:18:43","MEX","POL","1","30","NEG","31","0","local"
"101","968489786892730368","DonRoberTJ","Esos chairos son fáciles. https://t.co/0AFx61QFvU","1519740933000","2018-02-27 08:15:33","BC","POL","0","31","POS","0","31","local"
"102","949018593932570626","perromalandro33","Todos los periodistas son chairos #DiaDelPeriodista","1515098639000","2018-01-04 14:43:59","TAMPS","POL","0","31","POS","7","24","local"
"103","949180923244830720","Maugpantoja98","Que curiosos son los chairos de sayulita","1515137341000","2018-01-05 01:29:01","NAY","POL","10","21","POS","0","31","visitante"
"104","966801033719701506","gerper57","@lopezobrador_ Y como dirían los pejezombies chairos?","1519338303000","2018-02-22 16:25:03","CDMX","POL","2","29","POS","6","25","local"
"105","951994468038840320","RobertoFalcn","@ElFinanciero_Ba Que hueva de investigadores más chairos.","1515808143000","2018-01-12 19:49:03","GTO","POL","5","26","NEG","31","0","local"
"106","957042850486784000","gerper57","@AristeguiOnline @EmilioAlvarezI A los chairos al horno","1517011771000","2018-01-26 18:09:31","CDMX","POL","2","29","POS","1","30","local"
"107","954391913397878785","BDL_7","¿Habrá algo más necio que los chairos?","1516379738000","2018-01-19 10:35:38","NL","NO_POL","19","12","NEG","19","12","local"
"108","951826398120849408","Azek83Dac","Su puto mame de politica pinches chairos <f0><U+009F><U+0098><U+0092>","1515768072000","2018-01-12 08:41:12","CDMX","POL","0","31","NEG","31","0","local"
"109","950839622124359681","PenaSerralde","@Mussollinni esos si son sueños chairos , wakala!","1515532806000","2018-01-09 15:20:06","MEX","POL","13","18","POS","0","31","local"
"110","959224847153991681","gerper57","@AristeguiOnline Son los chairos, los pago morena","1517531999000","2018-02-01 18:39:59","CDMX","POL","1","30","POS","5","26","local"
"111","967098646444625920","alcazar23","@CarlosLoret El no es CHAYOTERO como tu @lopezdoriga has otra vez tu encuesta para que todos tus peñabots y meadebots la contesten y vaya a la cabeza jajajaja","1519409259000","2018-02-23 12:07:39","VER","NO_POL","31","0","POS","0","31","local"
"112","950368839392481285","ect141151","@BibiMonteroDR @El_Universal_Mx Al fin chairos todos ustedes.","1515420562000","2018-01-08 08:09:22","HGO","POL","8","23","POS","0","31","local"
"113","951678182259920896","fdomauricio","Ya cenaron chairos https://t.co/Rl1b1UXjli","1515732734000","2018-01-11 22:52:14","YUC","POL","0","31","POS","0","31","local"
"114","955577530467090432","gerper57","@hdemauleon Puros chairos que quieren güeso","1516662411000","2018-01-22 17:06:51","CDMX","POL","1","30","NEG","18","13","local"
"115","949078225199812608","luisfevidal","@marvinnation @EduardoBlanes @cesarfaz Los chairos somos incomprendidos <f0><U+009F><U+0098><U+008F>","1515112856000","2018-01-04 18:40:56","CDMX","POL","0","31","POS","0","31","local"
"116","961012122120437760","luisgibarra82","@yosoypaulinav Asi los chairos https://t.co/ROfpyOtgQK","1517958119000","2018-02-06 17:01:59","SON","POL","0","31","POS","0","31","local"
"117","961476176400338944","Wolfcar59","@_Naranjo_81 @EnriqueKrauze Y los chairos solovinos aplauden","1518068758000","2018-02-07 23:45:58","PUE","POL","6","25","POS","0","31","local"
"118","966140275843244032","recm1","@Rosario_Robles_ @Reforma # sin preocupacion por los chairos.","1519180766000","2018-02-20 20:39:26","CDMX","POL","4","27","POS","0","31","local"
"119","963243763039592449","CuellarAlfaro","Chairos defendiendo al parásito https://t.co/3Cqe8EXUgh","1518490183000","2018-02-12 20:49:43","MEX","POL","1","30","POS","1","30","local"
"120","954459231582932992","luisfosado1","Cría chairos y te saquearan los Oxxos.","1516395788000","2018-01-19 15:03:08","HGO","POL","0","31","NEG","31","0","visitante"
"121","965439700218589185","rsg0410","Y ahora chairos? https://t.co/N3KYY42RGP","1519013736000","2018-02-18 22:15:36","CDMX","POL","9","22","NEG","31","0","local"
"122","950397392049893379","Cellfaction","Los chairos son priistas de closet.","1515427370000","2018-01-08 10:02:50","CDMX","POL","0","31","POS","5","26","local"
"123","961816112072613889","arcejorge61","¿#FuePeña mis queridos chairos? https://t.co/qvBmXIvHha","1518149805000","2018-02-08 22:16:45","SIN","NO_POL","31","0","POS","0","31","local"
"124","966851915614183424","Simonmcaro","Para Reír... #PejeZombies #Chairos https://t.co/6wINhd9oWJ","1519350434000","2018-02-22 19:47:14","JAL","POL","1","30","POS","0","31","local"
"125","948414230633558016","ValPlata","#Pejezombies y #Chairos https://t.co/xGWabKTi00","1514954547000","2018-01-02 22:42:27","YUC","POL","0","31","POS","0","31","visitante"
"126","953832632512425984","krlitoskrlotes","@AGeMemelovsky @lopezdoriga Jajaja .. estos chairos xD","1516246395000","2018-01-17 21:33:15","ZAC","NO_POL","30","1","POS","0","31","local"
"127","964606379016142848","adolfoprietov","@RedCiudadanaMaZ Pobrecito, chairos préstenle dinero, no tiene","1518815056000","2018-02-16 15:04:16","CDMX","POL","0","31","NEG","31","0","local"
"128","964282886244282368","JoseMXCD","@OvejaElectrica_ Chairos estudiosos... https://t.co/ecD26GXpbx","1518737930000","2018-02-15 17:38:50","CDMX","POL","2","29","POS","0","31","local"
"129","963131022622822400","edygody5030","@GustavoVela71 Y estos chairos que no aprenden....  <f0><U+009F><U+0098><U+0085><f0><U+009F><U+0098><U+0085><f0><U+009F><U+0098><U+0085>","1518463304000","2018-02-12 13:21:44","JAL","NO_POL","30","1","POS","0","31","local"
"130","963492784983375872","osobabas","@july53 @MichelPesquera Ahahahahaha.  Chairos hueleorines y prietos ..!!!","1518549555000","2018-02-13 13:19:15","CDMX","NO_POL","29","2","POS","0","31","local"
"131","951336212245118976","fdomauricio","A ver chairos https://t.co/gjeHT70gCK","1515651202000","2018-01-11 00:13:22","YUC","POL","0","31","POS","0","31","local"
"132","949674571824816128","dgjosue","No contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos, no contestarle a los chairos…","1515255036000","2018-01-06 10:10:36","MEX","NO_POL","28","3","NEG","31","0","local"
"133","948484824905302016","juan_luis_contr","@estoenlinea Chairos: echenle la culpa a @EPN","1514971378000","2018-01-03 03:22:58","NAY","POL","0","31","POS","9","22","visitante"
"134","965813489984929792","reo64","Ahí les hablan chairos https://t.co/bZqlDYHqcB","1519102854000","2018-02-19 23:00:54","GTO","POL","0","31","POS","0","31","local"
